0.0,1.0
0.01,0.9832537781361933
0.02,0.9664649905069446
0.03,0.9493033583799578
0.04,0.9320299488700442
0.05,0.9152201334038818
0.06,0.8969924413942522
0.07,0.878831311835839
0.08,0.8619665087110193
0.09,0.8443194620219635
0.1,0.8270094992916691
0.11,0.8084614302767702
0.12,0.7901152019907013
0.13,0.7715010209648132
0.14,0.7536462317670422
0.15,0.7383912100866229
0.16,0.7200381111330317
0.17,0.7027335233224538
0.18,0.6856851269709149
0.19,0.6661261823153731
0.2,0.6472585318096881
0.21,0.6303436096333167
0.22,0.6073158628689974
0.23,0.5870286286951449
0.24,0.5687409973564826
0.25,0.5507613087913189
0.26,0.534078694533915
0.27,0.5142832490341531
0.28,0.4948759176400233
0.29,0.47737573136866085
0.3,0.45447680822125786
0.31,0.4365051884923745
0.32,0.4116413001140015
0.33,0.39174240724760606
0.34,0.37311385152361226
0.35000000000000003,0.3526106045010202
0.36,0.3327189724458915
0.37,0.3134271389794125
0.38,0.2890367506225105
0.39,0.2681164931782969
0.4,0.2494515316260877
0.41000000000000003,0.22509472574566083
0.42,0.1982856651070987
0.43,0.17340107951393358
0.44,0.15481251589732906
0.45,0.1389290437076759
0.46,0.10147078870236026
0.47000000000000003,0.089976662105634
0.48,0.0762524276636352
0.49,0.05045490479759505
0.5,0.044169763777595454
0.51,0.03768613150018665
0.52,0.02832383874714492
0.53,0.0238350582063827
0.54,0.01933176442108872
0.55,0.017352880986365553
0.56,0.01434190995980731
0.5700000000000001,0.01254401628402309
0.58,0.008872391408479206
0.59,0.007993783200940985
0.6,0.007533405159384045
0.61,0.006238002708183026
0.62,0.005862381769554499
0.63,0.0050708555502545225
0.64,0.004606633570622067
0.65,0.004167546561539822
0.66,0.004041865911897963
0.67,0.003873193806358668
0.68,0.003789756164224563
0.6900000000000001,0.0033297640297031347
0.7000000000000001,0.0032670744257635837
0.71,0.003034836654950923
0.72,0.002888810655336444
0.73,0.0024914678511263476
0.74,0.002052834430665479
0.75,0.0020110999454603542
0.76,0.0018426473141371802
0.77,0.0018217800715346177
0.78,0.001758201035933939
0.79,0.0015074664867097958
0.8,0.0014448647589021082
0.81,0.0013820607084303795
0.8200000000000001,0.0012146253180197874
0.8300000000000001,0.0011937737395552974
0.84,0.001067592976146931
0.85,0.0008800831273692995
0.86,0.0007960743063802756
0.87,0.0007960743063802756
0.88,0.0006911863598753828
0.89,0.0006493651454437735
0.9,0.0006077632349739717
0.91,0.0005660444139069194
0.92,0.0005660444139069194
0.93,0.0004819224635454117
0.9400000000000001,0.0004190158532588303
0.9500000000000001,0.0004190158532588303
0.96,0.0004190158532588303
0.97,0.00037696082143673864
0.98,0.0003140387134623802
0.99,0.00029317147085981766
